Job Title,Company Name,Location,Experience (Years),Min Experience,Max Experience,Experiencia Media,Rango Experiencia,Num Ubicaciones,Oferta Exterior,Nivel Titulo,exterior,num_ubic,nivel_medio,nivel_senior
Field Tech Senior Associate - Onsite IT Support,NTT Data Vertex Software Inc.,Australia,3 - 5 Years,3,5,4.0,2,1,True,senior,1,1,0,1
IT Engineer  ( For JV in Chennai )  Job Details | Corning,Corning,Chennai,3 - 5 Years,3,5,4.0,2,1,False,medio,0,1,1,0
"IT Audit Manager ,  Defensive Secuirty Team",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,5 - 10 Years,5,10,7.5,5,1,False,senior,0,1,0,1
IT Solutions Section Leader  &  Director,eurofins it solutions pvt ltd,"Germany, France",1 - 4 Years,1,4,2.5,3,2,True,senior,1,2,0,1
Systemadministrator  /  IT - Administrator  Energiewirtschaft  ( m / w / d ),CGI Information Systems and Management Consultants Pvt Ltd,Germany,1 - 5 Years,1,5,3.0,4,1,True,medio,1,1,1,0
Hiring of SEO position for Mohali for IT Company,TandA HR Solutions,Mohali,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
Hiring of -iOS Developer for Raipur for IT Company,TandA HR Solutions,Raipur,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
Opening of Project Manager for Mohali for IT Company,TandA HR Solutions,Mohali,2 - 5 Years,2,5,3.5,3,1,False,senior,0,1,0,1
Sr. Client Acquisition  US / UK IT Staffing,TandA HR Solutions,Hyderabad/Secunderabad,3 - 8 Years,3,8,5.5,5,1,False,senior,0,1,0,1
Urgent openings for Online Bidders  ( BDE )  for IT Company,TandA HR Solutions,Panchkula,0 - 2 Years,0,2,1.0,2,1,False,medio,0,1,1,0
Job Opening of PPC Executive for Mohali for IT Company,TandA HR Solutions,Mohali,2 - 3 Years,2,3,2.5,1,1,False,medio,0,1,1,0
Vacancy of Manager  ( Service Support )  for Panchkula for IT Company,TandA HR Solutions,Panchkula,2 - 5 Years,2,5,3.5,3,1,False,senior,0,1,0,1
Hiring of Service Engineer for Panchkula for IT Company,TandA HR Solutions,"Shimla, Karnal, Jalandhar, Delhi, Panchkula",1 - 2 Years,1,2,1.5,1,5,False,medio,0,5,1,0
Opening of Service Coordinator for Panchkula for IT Company,TandA HR Solutions,Panchkula,2 - 3 Years,2,3,2.5,1,1,False,medio,0,1,1,0
Looking for Sales Coordinator for Panchkula for IT Company,TandA HR Solutions,Panchkula,1 - 2 Years,1,2,1.5,1,1,False,medio,0,1,1,0
Post vacant for US IT recruiters in Hyderabad in Malakpet,TandA HR Solutions,Hyderabad/Secunderabad,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
Business Development Executive fro IT Company in Hyderabad,TandA HR Solutions,Hyderabad/Secunderabad,0 - 2 Years,0,2,1.0,2,1,False,medio,0,1,1,0
Hiring for Full Stack Developer in IT Park Chandigarh,TandA HR Solutions,Chandigarh,3 - 5 Years,3,5,4.0,2,1,False,medio,0,1,1,0
Hiring for Full Stack Developer in IT Park Chandigarh,TandA HR Solutions,Chandigarh,2 - 7 Years,2,7,4.5,5,1,False,medio,0,1,1,0
Opening for the ios developer in Mohali Location for IT Company,TandA HR Solutions,Mohali,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Sr Hr Executive for IT Company in Mohali,TandA HR Solutions,Mohali,3 - 5 Years,3,5,4.0,2,1,False,senior,0,1,0,1
Java Developer for IT Park Chandigarh Location In MNC,TandA HR Solutions,Chandigarh,6 - 10 Years,6,10,8.0,4,1,False,medio,0,1,1,0
Hiring for SEO Analyst for IT Company  Mohali  ( Punjab ),TandA HR Solutions,Mohali,1 - 2 Years,1,2,1.5,1,1,False,medio,0,1,1,0
Job Opening for System Admin in IT Company  Mohali,TandA HR Solutions,Mohali,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Job Opening for System Admin in IT Company  Panchkula,TandA HR Solutions,"Panchkula, Mohali",2 - 5 Years,2,5,3.5,3,2,False,medio,0,2,1,0
Urgent opening for Online Bidder for IT Company,TandA HR Solutions,Chandigarh,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Urgent opening for Asp.net Profile for IT Company in Mohali,TandA HR Solutions,Mohali,0 - 1 Years,0,1,0.5,1,1,False,medio,0,1,1,0
Urgent opening for Online Bidder profile for IT Company,TandA HR Solutions,Ludhiana,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Urgent opening for Multimedia Designer for IT company in Panchkula,TandA HR Solutions,Panchkula,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Urgent opening for Online Bidder for IT Company in Mohali,TandA HR Solutions,Mohali,0 - 2 Years,0,2,1.0,2,1,False,medio,0,1,1,0
Urgently Required PHP Developer in An IT Company in Mohali,TandA HR Solutions,"Chandigarh, Mohali",1 - 3 Years,1,3,2.0,2,2,False,medio,0,2,1,0
Opening for HR  &  Admin in IT Company,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Job Opening for Tele Caller in Mohali in IT Industry,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Urgent Opening for Asp.net Profile for IT Company,TandA HR Solutions,Mohali,0 - 1 Years,0,1,0.5,1,1,False,medio,0,1,1,0
Urgent Opening for Tech Lead for IT Company,TandA HR Solutions,Mohali,10 - 13 Years,10,13,11.5,3,1,False,senior,0,1,0,1
URGENT OPENING FOR IT CONSULTANT IN MNC IN PANCHKULA LOCATION,TandA HR Solutions,Panchkula,0 - 1 Years,0,1,0.5,1,1,False,medio,0,1,1,0
Urgent Opening for Business Development Manager in IT Company,TandA HR Solutions,Mohali,0 - 1 Years,0,1,0.5,1,1,False,senior,0,1,0,1
Urgent Opening for Blockchain Engineer in IT Company in Mohali,TandA HR Solutions,Mohali,3 - 6 Years,3,6,4.5,3,1,False,medio,0,1,1,0
Job Opening for Networking Administrator in IT Park Chandigarh,TandA HR Solutions,Chandigarh,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Opening for Data Analyst for IT Company in Mohali,TandA HR Solutions,Mohali,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Opening for SQL DBA in IT Company for Mohali Location,TandA HR Solutions,Mohali,5 - 8 Years,5,8,6.5,3,1,False,medio,0,1,1,0
Opening for System Administrator in IT Company for Mohali location,TandA HR Solutions,Mohali,5 - 10 Years,5,10,7.5,5,1,False,medio,0,1,1,0
Opening for Dot Net Developer in IT Park Mohali,TandA HR Solutions,Mohali,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Opening for Dot Net Developer in Chandigarh IT Park,TandA HR Solutions,Chandigarh,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Opening for Full Stack Developer in Chandigarh IT Park,TandA HR Solutions,Chandigarh,4 - 6 Years,4,6,5.0,2,1,False,medio,0,1,1,0
Opening for Quality Analyst in Chandigarh IT Park Location,TandA HR Solutions,Chandigarh,5 - 8 Years,5,8,6.5,3,1,False,medio,0,1,1,0
Opening for PL / SQL Developer in Mohali IT Park,TandA HR Solutions,Mohali,4 - 10 Years,4,10,7.0,6,1,False,medio,0,1,1,0
Opening for PHP Developer in IT Company for Mohali Location,TandA HR Solutions,Mohali,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Opening for ROR Developer in IT Company for Mohali Location,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Leading IT Company Looking For Content Writer,ADEEBA E SERVICES PVT LTD,Noida/Greater Noida,0 - 3 Years,0,3,1.5,3,1,False,senior,0,1,0,1
Jr / Sr. SEO Executive For IT company in Noida,ADEEBA E SERVICES PVT LTD,Noida/Greater Noida,0 - 3 Years,0,3,1.5,3,1,False,senior,0,1,0,1
Job Opening for Web Developer  IT Park Chandigarh,TandA HR Solutions,Chandigarh,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Job Opening for PHP Programmer  IT Park Chandigarh,TandA HR Solutions,Chandigarh,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Job Opening for PHP Developer  IT Park Chandigarh,TandA HR Solutions,Chandigarh,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
IT-Security Management Consultant  ( m / f / d ),CGI Information Systems and Management Consultants Pvt Ltd,Germany,3 - 5 Years,3,5,4.0,2,1,True,medio,1,1,1,0
Lalamove - Office IT Support  ( Part-time ),Lalamove,Hong Kong,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
"Managing Director ,  IT Global Professional Services",fedexex,"Pittsburgh, Dallas",10 - 15 Years,10,15,12.5,5,2,False,senior,0,2,0,1
Principal Associate IT - Senior Network Engineer,eurofins it solutions pvt ltd,Bengaluru / Bangalore,8 - 9 Years,8,9,8.5,1,1,False,senior,0,1,0,1
"IT APP Dev Engineer ,  Financial Planning",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,3 - 5 Years,3,5,4.0,2,1,False,medio,0,1,1,0
IT-arkitekt till kund inom offentlig sektor,CGI Information Systems and Management Consultants Pvt Ltd,Sweden,5 - 10 Years,5,10,7.5,5,1,False,medio,0,1,1,0
Hiring for Data Analystfor a IT companyinChandigarh location,TandA HR Solutions,Chandigarh,0 - 2 Years,0,2,1.0,2,1,False,medio,0,1,1,0
Job opening forProject Coordinatorfor a IT companyinChandigarh location,TandA HR Solutions,Chandigarh,0 - 2 Years,0,2,1.0,2,1,False,medio,0,1,1,0
Urgent hiring forReactJSDeveloper for an IT company in Mohali location,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Urgent hiring forNodeJSDeveloperfor a IT companyin Mohali location,TandA HR Solutions,Mohali,1 - 6 Years,1,6,3.5,5,1,False,medio,0,1,1,0
Hiring for Telesales Executive for an IT company in for Bangalore location,TandA HR Solutions,Bengaluru / Bangalore,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Job opening forFront OfficeExecutive for IT company inHyderabadlocation,TandA HR Solutions,Hyderabad/Secunderabad,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Looking for Inside Sales Executive for an IT Company in BangaloreLocation.,TandA HR Solutions,Bengaluru / Bangalore,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Job opening for OnlineBidder for an IT company in Panchkula location,TandA HR Solutions,Panchkula,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Urgently looking forQuality Analystfor an IT company in MohaliLocation,TandA HR Solutions,Mohali,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
Urgently looking forTechnical Support for an IT company in MohaliLocation,TandA HR Solutions,Mohali,0 - 1 Years,0,1,0.5,1,1,False,medio,0,1,1,0
Urgently looking for Laravel Developerfor an IT company in MohaliLocation,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Urgently looking for Admin  /  Accountsfor an IT company in MohaliLocation,TandA HR Solutions,Mohali,0 - 1 Years,0,1,0.5,1,1,False,medio,0,1,1,0
Hiring forCustomerSupportExecutivein an IT company in Chandigarh location,TandA HR Solutions,Chandigarh,1 - 2 Years,1,2,1.5,1,1,False,medio,0,1,1,0
Hiring forChat Support Executivefor an IT Companyin MohaliLocation,TandA HR Solutions,Mohali,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Hiring for theDevOpsEngineer /  SrDevOpsfor an IT Company in Delhi Location,TandA HR Solutions,Delhi,7 - 10 Years,7,10,8.5,3,1,False,senior,0,1,0,1
Job opening forBDM for a IT Service provider companyinHyderabadlocation,TandA HR Solutions,Hyderabad/Secunderabad,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Job opening forLaravel Developerfor an IT companyin Mohalilocation,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Looking for Online Bidder for an IT company in Panchkula location,TandA HR Solutions,Panchkula,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Opening for Sales Manager for an IT company for Mohali location,TandA HR Solutions,Mohali,4 - 6 Years,4,6,5.0,2,1,False,senior,0,1,0,1
Hiring for Laravel Developer for an IT company in Mohali location,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Hiring for Laravel Developer for an IT company in Mohali location,TandA HR Solutions,Mohali,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Hiring for Instructional Designer for an IT company in Gurgaon location,TandA HR Solutions,Gurgaon,3 - 5 Years,3,5,4.0,2,1,False,medio,0,1,1,0
Hiring for the Sales Manager in a IT company for Mohali location,TandA HR Solutions,Mohali,4 - 8 Years,4,8,6.0,4,1,False,senior,0,1,0,1
Hiring for the Embedded Engineer in a IT Company for Chandigarh location,TandA HR Solutions,Chandigarh,1 - 2 Years,1,2,1.5,1,1,False,medio,0,1,1,0
Job opening for the PMO in a IT company for Coimbatore location,TandA HR Solutions,Coimbatore,7 - 10 Years,7,10,8.5,3,1,False,medio,0,1,1,0
Hiring for Marketing Executive for an IT company in Noida location,TandA HR Solutions,Noida/Greater Noida,0 - 5 Years,0,5,2.5,5,1,False,medio,0,1,1,0
Looking for PHP Developer for an IT Company in in Mohali Location,TandA HR Solutions,Mohali,3 - 7 Years,3,7,5.0,4,1,False,medio,0,1,1,0
Urgently we are looking for a PMO for an IT Company in BangaloreLocation.,TandA HR Solutions,Bengaluru / Bangalore,8 - 11 Years,8,11,9.5,3,1,False,medio,0,1,1,0
Job openingforAngularDeveloperfor an IT companyin Panchkula location,TandA HR Solutions,Panchkula,3 - 7 Years,3,7,5.0,4,1,False,medio,0,1,1,0
Job openingforthe contentwriter positionin a IT companyforMohali location,TandA HR Solutions,Mohali,0 - 2 Years,0,2,1.0,2,1,False,medio,0,1,1,0
Hiring forTelesales executivesfor an IT companyin Mohali location,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Job opening forFlutterDeveloperfor an IT companyin Bangalore location,TandA HR Solutions,Bengaluru / Bangalore,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Urgently looking for aGraphicDesignerfor an IT Company in Gurgaon Location.,TandA HR Solutions,Gurgaon,3 - 4 Years,3,4,3.5,1,1,False,medio,0,1,1,0
Hiringfor theenterprisesalesposition in a IT companyfor the Gurgaon location,TandA HR Solutions,Gurgaon,3 - 4 Years,3,4,3.5,1,1,False,medio,0,1,1,0
Looking forSR Business developmentManagerfor an IT Industry in Mohalilocation,TandA HR Solutions,Mohali,3 - 6 Years,3,6,4.5,3,1,False,senior,0,1,0,1
Opening forSalesManager for a IT Service provider companyinHyderabadlocation,TandA HR Solutions,Hyderabad/Secunderabad,1 - 4 Years,1,4,2.5,3,1,False,senior,0,1,0,1
Looking forTelesales executivesfor an IT companyin Mohali location,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Job opening forPythonDeveloperprofile for an IT company for Mohali location,TandA HR Solutions,Mohali,3 - 6 Years,3,6,4.5,3,1,False,medio,0,1,1,0
Job opening forArchitect profilefor a IT company inChennailocation,TandA HR Solutions,Chennai,10 - 13 Years,10,13,11.5,3,1,False,senior,0,1,0,1
Job opening forArchitect profilefor a IT company inPunelocation,TandA HR Solutions,Pune,10 - 13 Years,10,13,11.5,3,1,False,senior,0,1,0,1
Urgent hiring forPythonDeveloperprofile for an IT company for Chandigarh location,TandA HR Solutions,"Chandigarh, Mohali",3 - 8 Years,3,8,5.5,5,2,False,medio,0,2,1,0
Hiring for the Software tester profile for IT for Gurgaon location.,TandA HR Solutions,Gurgaon,3 - 4 Years,3,4,3.5,1,1,False,medio,0,1,1,0
Looking forPerformance Marketerfor an IT company inJaipur location,TandA HR Solutions,Jaipur,2 - 6 Years,2,6,4.0,4,1,False,medio,0,1,1,0
Looking forTelesalesexecutivesfor an IT companyin Mohali location,TandA HR Solutions,Mohali,3 - 6 Years,3,6,4.5,3,1,False,medio,0,1,1,0
Job opening forBusinessDevelopmentManagerfor a IT Company forHyderabad and Bangalorelocation,TandA HR Solutions,"Bengaluru / Bangalore, Hyderabad/Secunderabad",1 - 4 Years,1,4,2.5,3,2,False,senior,0,2,0,1
Job opening forBusinessDevelopmentManagerfor a IT Company forBangalorelocation,TandA HR Solutions,Bengaluru / Bangalore,1 - 4 Years,1,4,2.5,3,1,False,senior,0,1,0,1
Looking for the Graphic Designer for an IT Company in Gurgaon Location.,TandA HR Solutions,Gurgaon,3 - 4 Years,3,4,3.5,1,1,False,medio,0,1,1,0
Urgent hiring forPythonDeveloperprofile for an IT company for Chandigarh location,TandA HR Solutions,Chandigarh,4 - 8 Years,4,8,6.0,4,1,False,medio,0,1,1,0
Urgent hiring forPHPDeveloperfor an IT companyin Bangalore  ( WFH ),TandA HR Solutions,Bengaluru / Bangalore,3 - 6 Years,3,6,4.5,3,1,False,medio,0,1,1,0
Job opening forBusiness Analyst for an IT companyin Panchkulalocation,TandA HR Solutions,Panchkula,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Hiring for IT Trainer for a Charitable Trust for Secunderabad Location.,TandA HR Solutions,Hyderabad/Secunderabad,0 - 2 Years,0,2,1.0,2,1,False,medio,0,1,1,0
Hiring for Technical Support for an IT Company for Mohali Location.,TandA HR Solutions,Mohali,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
Hiring for Angular Developer for an IT company in Gurgaon Location.,TandA HR Solutions,"Bengaluru / Bangalore, Gurgaon",2 - 4 Years,2,4,3.0,2,2,False,medio,0,2,1,0
Hiring for Shopify Developer for an IT company in Mohali location,TandA HR Solutions,Mohali,4 - 6 Years,4,6,5.0,2,1,False,medio,0,1,1,0
Hiring for Angular Developer for an IT company in Mohali location,TandA HR Solutions,Mohali,4 - 6 Years,4,6,5.0,2,1,False,medio,0,1,1,0
Hiring for Xamarin Developer in an IT Company for WFH,TandA HR Solutions,Bengaluru / Bangalore,4 - 7 Years,4,7,5.5,3,1,False,medio,0,1,1,0
Hiring for Content Writer for an IT company for Mohali location,TandA HR Solutions,Mohali,0 - 2 Years,0,2,1.0,2,1,False,medio,0,1,1,0
Job opening for Trainer for an IT company in Hyderabad location,TandA HR Solutions,Hyderabad/Secunderabad,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Hiring for Escalation  ( Female )  for an IT Company in the Manimajra location,TandA HR Solutions,Chandigarh,2 - 5 Years,2,5,3.5,3,1,False,junior,0,1,0,0
Urgent hiring for Trainer for an IT company in Hyderabad location,TandA HR Solutions,Hyderabad/Secunderabad,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Looking for HR Executive for an IT company in the Mohali location,TandA HR Solutions,Mohali,7 - 10 Years,7,10,8.5,3,1,False,medio,0,1,1,0
Hiring for Postgres DBA for an IT company in Bangalore Location,TandA HR Solutions,Bengaluru / Bangalore,5 - 8 Years,5,8,6.5,3,1,False,medio,0,1,1,0
Urgent hiring for the BDM for an IT company in Mohali location.,TandA HR Solutions,Mohali,2 - 3 Years,2,3,2.5,1,1,False,medio,0,1,1,0
Looking for Sales Executive for an IT company in Mohali location,TandA HR Solutions,Mohali,1 - 2 Years,1,2,1.5,1,1,False,medio,0,1,1,0
Urgent Hiring for IT support for Bangalore location  ( WFO ),TandA HR Solutions,Bengaluru / Bangalore,2 - 3 Years,2,3,2.5,1,1,False,medio,0,1,1,0
Hiring for Reactjs Developer for an IT company for Delhi location,TandA HR Solutions,Delhi,2 - 6 Years,2,6,4.0,4,1,False,medio,0,1,1,0
Hiring for Postgres DBA for an IT company in BangaloreLocation,TandA HR Solutions,Bengaluru / Bangalore,5 - 8 Years,5,8,6.5,3,1,False,medio,0,1,1,0
Urgent hiring forLeadQAEngineerfor MNC IT companyin Gurugramlocation,TandA HR Solutions,Gurgaon,10 - 12 Years,10,12,11.0,2,1,False,senior,0,1,0,1
Job opening forSeniorPHPFull stackfor an IT companyinBangalore location,TandA HR Solutions,Bengaluru / Bangalore,2 - 5 Years,2,5,3.5,3,1,False,senior,0,1,0,1
Looking forSystem Administratorfor a IT Service provider companyinHyderabadlocation,TandA HR Solutions,Hyderabad/Secunderabad,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Urgent hiring forLeadQAEngineerfor MNC IT companyin Mumbailocation,TandA HR Solutions,Mumbai,2 - 6 Years,2,6,4.0,4,1,False,senior,0,1,0,1
Job opening forBDEfor a IT Service provider companyinHyderabadlocation,TandA HR Solutions,Hyderabad/Secunderabad,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
Urgent hiring for Content Writerfor an IT companyin Mohalilocation,TandA HR Solutions,Mohali,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
Job opening forPHPDeveloperfor a MNC IT companyinChandigarhlocation,TandA HR Solutions,Chandigarh,3 - 6 Years,3,6,4.5,3,1,False,medio,0,1,1,0
Hiring for the Graphic Designerprofile for an IT company for Mohali location,TandA HR Solutions,"Chandigarh, Mohali",0 - 1 Years,0,1,0.5,1,2,False,medio,0,2,1,0
Job opening forWordPressDeveloperfor an IT companyin Mohalilocation,TandA HR Solutions,Mohali,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Hiring forPHP Developerfor a MNC IT companyin Chandigarhlocationv,TandA HR Solutions,Chandigarh,3 - 6 Years,3,6,4.5,3,1,False,medio,0,1,1,0
Looking forHR Executivefor a IT companyin Mohali location,TandA HR Solutions,Mohali,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Hiring for theStrategicPartnershipManager profile for an IT Company for Bangalore location,TandA HR Solutions,Bengaluru / Bangalore,1 - 5 Years,1,5,3.0,4,1,False,senior,0,1,0,1
Hiring forPHP Developerfor an IT Comapny in Mohali Location.,TandA HR Solutions,"Chandigarh, Panchkula, Mohali, Ambala",0 - 2 Years,0,2,1.0,2,4,False,medio,0,4,1,0
Looking forASP.net Developerfor an IT companyin Navi Mumbailocation,TandA HR Solutions,Navi Mumbai,5 - 8 Years,5,8,6.5,3,1,False,medio,0,1,1,0
Hiring forDotNetDeveloper for an IT Comapny inMumbai Location.,TandA HR Solutions,Mumbai,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Job vacancy for theTelecallerprofile for an IT company for Bangalore location,TandA HR Solutions,Bengaluru / Bangalore,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Job opening for WordPressDeveloperfor an IT companyin Mohalilocation,TandA HR Solutions,Mohali,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Hiring forPHP Developerfor a MNC IT companyin Chandigarhlocation,TandA HR Solutions,Chandigarh,3 - 6 Years,3,6,4.5,3,1,False,medio,0,1,1,0
Job opening forSEOExecutivefor a IT companyin Mohali location,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Looking for WordPress Developer for an IT company in Mohali location,TandA HR Solutions,Mohali,0 - 1 Years,0,1,0.5,1,1,False,medio,0,1,1,0
Urgent opening for a SrPythonSupportEngineerfor an IT company forBangalorelocation,TandA HR Solutions,Bengaluru / Bangalore,8 - 12 Years,8,12,10.0,4,1,False,senior,0,1,0,1
Looking forPHP Developerfor a MNC IT companyin Chandigarhlocation,TandA HR Solutions,Chandigarh,3 - 4 Years,3,4,3.5,1,1,False,medio,0,1,1,0
Hiring for theSalesCoordinatorprofile for a IT Hardware company forChennaiand Delhilocations,TandA HR Solutions,"Chennai, Delhi",2 - 5 Years,2,5,3.5,3,2,False,medio,0,2,1,0
Job opening forFlutterDeveloperfor IT Company for Chandigarh location,TandA HR Solutions,Chandigarh,1 - 5 Years,1,5,3.0,4,1,False,medio,0,1,1,0
Job opening forFlutter Developer for an IT Company in Chandigarhlocation,TandA HR Solutions,Chandigarh,1 - 5 Years,1,5,3.0,4,1,False,medio,0,1,1,0
Urgent opening for thePythonDeveloperprofile for an IT company for Mohali location,TandA HR Solutions,Mohali,3 - 8 Years,3,8,5.5,5,1,False,medio,0,1,1,0
job opening forDotNetDeveloperfor an MNC IT companyinMohalilocation,TandA HR Solutions,Mohali,3 - 6 Years,3,6,4.5,3,1,False,medio,0,1,1,0
Looking for WordPress Developer for an IT companyin BanagloreWFH Location.,TandA HR Solutions,Bengaluru / Bangalore,4 - 5 Years,4,5,4.5,1,1,False,medio,0,1,1,0
Hiring for thePythonDeveloperprofile for an IT company for Mohali location,TandA HR Solutions,Mohali,3 - 8 Years,3,8,5.5,5,1,False,medio,0,1,1,0
HiringforUI / UXDesigner for IT Company for the chandigarh Location,TandA HR Solutions,Chandigarh,1 - 5 Years,1,5,3.0,4,1,False,medio,0,1,1,0
Looking forPHPDeveloperfor a MNC IT companyin Chandigarhlocation,TandA HR Solutions,Chandigarh,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
Looking for Android Developerprofile for IT companyin Mohali Location,TandA HR Solutions,Mohali,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
Looking for DotNET Developerprofile for IT companyin Mohali Location,TandA HR Solutions,Mohali,3 - 5 Years,3,5,4.0,2,1,False,medio,0,1,1,0
Urgent hiring for theEmbeddedDeveloper /  Lead in a IT Company for Bangalorelocation,TandA HR Solutions,Bengaluru / Bangalore,3 - 7 Years,3,7,5.0,4,1,False,senior,0,1,0,1
Urgently looking for DotNETDeveloper for IT companyinMohali Location,TandA HR Solutions,Mohali,3 - 5 Years,3,5,4.0,2,1,False,medio,0,1,1,0
Looking forPHPDeveloperfor a MNC IT companyin Chandigarhlocation,TandA HR Solutions,Chandigarh,3 - 6 Years,3,6,4.5,3,1,False,medio,0,1,1,0
Job opening forCustomerSupportExecutivein an IT company in Chandigarh location,TandA HR Solutions,Chandigarh,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Hiring for Android Developer for an IT company in Mohali Location.,TandA HR Solutions,Mohali,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
Hiring for Android Developerfor an IT company in Mohali Location,TandA HR Solutions,Mohali,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
Hiring for Sr.phPDeveloperfor an IT company in Navi Mumbai location.,TandA HR Solutions,Navi Mumbai,3 - 6 Years,3,6,4.5,3,1,False,senior,0,1,0,1
Hiring forCustomerSupportExecutivein an IT company in Mohali location,TandA HR Solutions,Mohali,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Job opening forPHPDeveloperfor a MNC IT companyin Chandigarhlocation,TandA HR Solutions,Chandigarh,3 - 6 Years,3,6,4.5,3,1,False,medio,0,1,1,0
Urgent hiring for theDigitalMarketingprofile in IT company for Delhi location,TandA HR Solutions,Delhi,1 - 5 Years,1,5,3.0,4,1,False,medio,0,1,1,0
Opening forPythonDeveloperprofile for an IT company for Panchkula location,TandA HR Solutions,Panchkula,3 - 6 Years,3,6,4.5,3,1,False,medio,0,1,1,0
Hiring for theMERNStackEngineer for IT MNC Company for Chandigarh,TandA HR Solutions,Chandigarh,2 - 9 Years,2,9,5.5,7,1,False,medio,0,1,1,0
Hiring for IT Teacher for Gurgaon location for Education Company,TandA HR Solutions,"Gurgaon, Mohali",2 - 4 Years,2,4,3.0,2,2,False,medio,0,2,1,0
Hiring forCustomerSupportExecutivein an IT company in Mohali location,TandA HR Solutions,Mohali,1 - 2 Years,1,2,1.5,1,1,False,medio,0,1,1,0
Job opening forFlutterDeveloperfor IT Company for Mohali location,TandA HR Solutions,Mohali,1 - 5 Years,1,5,3.0,4,1,False,medio,0,1,1,0
