Job Title,Company Name,Location,Experience (Years),Min Experience,Max Experience,Experiencia Media,Rango Experiencia,Num Ubicaciones,Oferta Exterior
IT Engineer - Customer Support Services,solution enterprises pvt ltd  ( ncr corporation india pvt ltd ),Mumbai,3 - 6 Years,3,6,4.5,3,1,False
Business Analyst IT F / H,CGI Information Systems and Management Consultants Pvt Ltd,France,5 - 8 Years,5,8,6.5,3,1,False
Looking forBusinessdevelopmentexecutivefor an IT Industry in Mohalilocation,TandA HR Solutions,"Delhi, Noida/Greater Noida, Mohali",0 - 5 Years,0,5,2.5,5,3,False
Looking forPHPDeveloper for an IT companyin Panchkulalocation,TandA HR Solutions,Panchkula,2 - 5 Years,2,5,3.5,3,1,False
Opening for theSalesExecutiveprofile for an IT Company forBangalorelocation,TandA HR Solutions,Bengaluru / Bangalore,0 - 5 Years,0,5,2.5,5,1,False
Job Opening forWordPressDeveloperfor an IT companyinMohalilocation,TandA HR Solutions,Mohali,1 - 3 Years,1,3,2.0,2,1,False
Hiring forReactNativeDeveloperfor a IT company in Bangalore,TandA HR Solutions,Bengaluru / Bangalore,0 - 5 Years,0,5,2.5,5,1,False
Urgent hiring for ContentWriterfor an IT companyinMohalilocation,TandA HR Solutions,Mohali,2 - 4 Years,2,4,3.0,2,1,False
Vacancy for IT Technician for Bangalore location,TandA HR Solutions,Bengaluru / Bangalore,3 - 4 Years,3,4,3.5,1,1,False
Hiring for Receptionist in Mohali for IT Company,TandA HR Solutions,Mohali,2 - 5 Years,2,5,3.5,3,1,False
Hiring forASP.netDeveloperfor an IT companyin Gurugramlocation,TandA HR Solutions,Gurgaon,4 - 7 Years,4,7,5.5,3,1,False
Looking forPHPDeveloperfor an IT companyin Panchkulalocation,TandA HR Solutions,Panchkula,2 - 5 Years,2,5,3.5,3,1,False
Hiring for theITsalesexecutivesprofile for IT company forBangaloreLocation.,TandA HR Solutions,Bengaluru / Bangalore,3 - 5 Years,3,5,4.0,2,1,False
Required QualityAnalystfor an IT company in MohaliLocation,TandA HR Solutions,Mohali,0 - 1 Years,0,1,0.5,1,1,False
Urgent hiring for Angular Developer for IT,TandA HR Solutions,"Bengaluru / Bangalore, Mohali",1 - 3 Years,1,3,2.0,2,2,False
Hiring for theSalesExecutiveprofile for an IT company forBangalorelocation.,TandA HR Solutions,Bengaluru / Bangalore,1 - 2 Years,1,2,1.5,1,1,False
Resiliency Consultant  IT Disaster Recovery,Optum Global Solutions  ( India )  Private Limited,Philippines,8 - 11 Years,8,11,9.5,3,1,False
"IT Support Engineer I ,  OTS",AMAZON INDIA PVT LTD,Pune,1 - 8 Years,1,8,4.5,7,1,False
IT Trainee  /  Prcticas en Informtica,Hilton Hotels & Resorts,Spain,0 - 1 Years,0,1,0.5,1,1,False
Regional IT Program Manager  ( AI ),Microsoft India Pvt Ltd,Australia,5 - 9 Years,5,9,7.0,4,1,True
Manager IT Audit Risk Assurance,wsne consulting,Delhi,0 - 3 Years,0,3,1.5,3,1,False
IT Architects  /  Sr. Technology Managers,Mapps IT Services Pvt Ltd,Kolkata,10 - 15 Years,10,15,12.5,5,1,False
SAP IT Business Systems Analyst,Intel Technology India Pvt Ltd,Bengaluru / Bangalore,8 - 11 Years,8,11,9.5,3,1,False
Consulting IT - Business Analyst / PMO,DXC Technologies,Italy,3 - 6 Years,3,6,4.5,3,1,False
Industry Technical Sales Specialist  ( ITS ),Intel Technology India Pvt Ltd,Dubai,5 - 8 Years,5,8,6.5,3,1,True
Senior Data Engineer  ( IT )  - Database,Merilytics,Hyderabad/Secunderabad,2 - 5 Years,2,5,3.5,3,1,False
Senior Data Engineer  ( IT )  - Database,MERITUS INTELYTICS PRIVATE LIMITED,Hyderabad/Secunderabad,2 - 5 Years,2,5,3.5,3,1,False
General Manager,HR Jobs Placements,"Ahmedabad, Bengaluru / Bangalore, Delhi/NCR, Hyderabad/Secunderabad, Pune",14 - 19 Years,14,19,16.5,5,5,False
"Director ,  Head of IT Infrastructure - Altera",Intel Technology India Pvt Ltd,Bengaluru / Bangalore,8 - 15 Years,8,15,11.5,7,1,False
Senior IT Infrastructure Support Engineer,CGI Information Systems and Management Consultants Pvt Ltd,Australia,5 - 10 Years,5,10,7.5,5,1,True
US IT / Non-ITRecruiter  &  Senior US IT / Non-IT Recruiter,ProAssert,"Chennai, Coimbatore, Trichy, Bengaluru / Bangalore",0 - 3 Years,0,3,1.5,3,4,False
"Software Developer , lead",New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
Project  &  Program Manager,HR Jobs Placements,"Delhi/NCR, Hyderabad/Secunderabad, Kolkata, Mumbai, Pune",11 - 16 Years,11,16,13.5,5,5,False
java full stalk developer,Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Noida/Greater Noida, Pune",0 - 3 Years,0,3,1.5,3,5,False
Project Manager,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Pune",8 - 13 Years,8,13,10.5,5,5,False
Senior Consultant-Information Security Architect,Aujas Networks Pvt Ltd,Mumbai,4 - 8 Years,4,8,6.0,4,1,False
Software Sales Executive,SEVEN CONSULTANCY,Kohima,2 - 4 Years,2,4,3.0,2,1,False
Salesforce Service Cloud Developer,SEVEN CONSULTANCY,Chennai,5 - 8 Years,5,8,6.5,3,1,False
Senior Manager,SEVEN CONSULTANCY,"Delhi, Delhi/NCR",3 - 6 Years,3,6,4.5,3,2,False
Operation Executive,SEVEN CONSULTANCY,Chennai,6 - 9 Years,6,9,7.5,3,1,False
Security Engineer,vault infosec,Chennai,2 - 3 Years,2,3,2.5,1,1,False
ICT Business  &  Systems Analysts,silverlink technilogies,Australia,0 - 3 Years,0,3,1.5,3,1,True
Sales Manager  /  Solutions Architect -  ( Corporate  &  Govt Projects ),Indo Asia Global Technologies Private Limited,"Hyderabad/Secunderabad, Mumbai, Delhi, Delhi/NCR",2 - 8 Years,2,8,5.0,6,4,False
Software Sales Executive,cyberindigo net private limited,Pune,0 - 3 Years,0,3,1.5,3,1,False
Business Development Executive,Application Square Infotech Pvt Ltd,Nasik,0 - 3 Years,0,3,1.5,3,1,False
Hr. Recruiter  /  Recruitment Specialist,apex jobs,Gurgaon,0 - 3 Years,0,3,1.5,3,1,False
Team Lead,ace softex pvt. ltd.,Rajkot,1 - 4 Years,1,4,2.5,3,1,False
Business Analayst,CONNECTING 2 WORK,Cochin/ Kochi/ Ernakulam,2 - 5 Years,2,5,3.5,3,1,False
Data Centre Engineer,sp sysnet pte. lte.,Mumbai,0 - 2 Years,0,2,1.0,2,1,False
URGENT OPENING FOR US IT RECRUITER IN MOHALI LOCATION,TandA HR Solutions,Mohali,0 - 1 Years,0,1,0.5,1,1,False
Production IT Engineer Job Details | ZF Group,zf india pvt ltd,Chennai,3 - 5 Years,3,5,4.0,2,1,False
IT-Skerhetsarkitekt till kund inom offentlig sektor.,CGI Information Systems and Management Consultants Pvt Ltd,Sweden,5 - 8 Years,5,8,6.5,3,1,False
Specialist - IT Security GRC Job Details | LANXESS,lanxess pvt ltd,Thane,5 - 10 Years,5,10,7.5,5,1,False
System Engineer - IT SecOps Job Details | Barco,barco india,"Belgium, Noida/Greater Noida",6 - 9 Years,6,9,7.5,3,2,False
IT Security Experte  ( m / w / d ),CGI Information Systems and Management Consultants Pvt Ltd,Germany,3 - 7 Years,3,7,5.0,4,1,True
"Senior Manager - IT Operations ,  Service Delivery ,  DevOps",infinity business solutions pvt ltd,Pune,10 - 15 Years,10,15,12.5,5,1,False
IT Project Consultant Job Details | SAP,SAP Ariba,Pune,4 - 8 Years,4,8,6.0,4,1,False
IT Project Developer - BTP Job Details | SAP,SAP Ariba,Bengaluru / Bangalore,5 - 7 Years,5,7,6.0,2,1,False
"Director ,  IT Product  &  Service Management",netskope software pvt.ltd,"Bengaluru / Bangalore, Australia",1 - 4 Years,1,4,2.5,3,2,True
IT Technology Services Specialist Job Details | SAP,SAP Ariba,Bengaluru / Bangalore,8 - 11 Years,8,11,9.5,3,1,False
Senior Storage Operations Engineer  ( Senior IT Engineer ),LAKSH HUMAN RESOURCE,Noida/Greater Noida,5 - 8 Years,5,8,6.5,3,1,False
Sourcing Executive - US IT Recruitment  ( Night Shift ),Einstro,Chennai,2 - 5 Years,2,5,3.5,3,1,False
IT Technology Project Manager Job Details | SAP,SAP Ariba,Bengaluru / Bangalore,3 - 6 Years,3,6,4.5,3,1,False
IT Project Senior Consultant Job Details | SAP,SAP Ariba,Bengaluru / Bangalore,8 - 12 Years,8,12,10.0,4,1,False
Assistant IT Manager - Sheraton Hai Phong,Marriott International Inc,Unknown,2 - 5 Years,2,5,3.5,3,1,False
IT Support Service Desk- Senior Analyst,OakNorth Bank,Gurgaon,5 - 8 Years,5,8,6.5,3,1,False
Sr Analyst Audit  &  Compliance  ( IT ),DXC Technologies,Mumbai,4 - 7 Years,4,7,5.5,3,1,False
ServiceNow IT Service Management-Application Designer,accenture,Bengaluru / Bangalore,3 - 5 Years,3,5,4.0,2,1,False
GM - Zone IT Business Relationship Manager,Schneider Electric Pvt Ltd,Bengaluru / Bangalore,10 - 13 Years,10,13,11.5,3,1,False
Senior IT Architect Job Details | Boston Scientific,BOSTON SCIENTIFIC,Unknown,10 - 13 Years,10,13,11.5,3,1,False
IT Architect Job Details | Boston Scientific,BOSTON SCIENTIFIC,Unknown,5 - 8 Years,5,8,6.5,3,1,False
Onsite IT Support Technician  ( m / f / d ),DXC Technologies,Germany,2 - 5 Years,2,5,3.5,3,1,True
IT Project Senior Consultant Job Details | SAP,SAP Ariba,Pune,5 - 8 Years,5,8,6.5,3,1,False
"IT QA Engineer ,  Principal  ( Copado  &  Salesforce )",PROGRESS SOFTWARE,Hyderabad/Secunderabad,6 - 9 Years,6,9,7.5,3,1,False
Position Title  Senior Executive  IT procurement,e-stone information technology,Mumbai,3 - 7 Years,3,7,5.0,4,1,False
"Sr Lead ,  Cyber Sec IT RiskM",northern trust corp ltd - london,Pune,5 - 10 Years,5,10,7.5,5,1,False
IT Internship Job Details | Boston Scientific,BOSTON SCIENTIFIC,Unknown,0 - 1 Years,0,1,0.5,1,1,False
IT Project Manager Job Details | Boston Scientific,BOSTON SCIENTIFIC,Gurgaon,8 - 12 Years,8,12,10.0,4,1,False
Inside Sales Representative-Reputed IT industry,SEVEN CONSULTANCY,Thane,0 - 3 Years,0,3,1.5,3,1,False
Jobs for fresher customer support executive-IT,SEVEN CONSULTANCY,"Navi Mumbai, Mumbai, Thane",0 - 2 Years,0,2,1.0,2,3,False
Job for TL Sales with Reputed IT Company,SEVEN CONSULTANCY,Mumbai,3 - 5 Years,3,5,4.0,2,1,False
Project Manager ( IT Team  &  Developers ),SEVEN CONSULTANCY,"Navi Mumbai, Mumbai",10 - 15 Years,10,15,12.5,5,2,False
B.Tech   MBA Fresher || IT Sales || Noida,ebizon net info  ( p )  ltd,Noida/Greater Noida,0 - 2 Years,0,2,1.0,2,1,False
IT Network Specialist Job Details | singlebuoy,SBM OFFSHORE,Unknown,5 - 8 Years,5,8,6.5,3,1,False
IT Architecture Expert Job Details | SAP,SAP Ariba,Bengaluru / Bangalore,10 - 13 Years,10,13,11.5,3,1,False
Delivery Manager - Manufacturing Domain - IT Services,Flex-i Partners,Chicago,10 - 15 Years,10,15,12.5,5,1,False
Vice President - IT Infra - Mumbai  ( Goregaon East ),kotak mahindra bank,Mumbai,5 - 8 Years,5,8,6.5,3,1,False
Web Designer | Top IT Company In Gurgaon | AHOM,AHOM Technologies Private Limited,Gurgaon,1 - 3 Years,1,3,2.0,2,1,False
IT Service Management Administrator  &  Developer,SYNCTON IT Solutions,Hyderabad/Secunderabad,3 - 10 Years,3,10,6.5,7,1,False
IT Technology Services Specialist Job Details | SAP,SAP Ariba,Bengaluru / Bangalore,3 - 9 Years,3,9,6.0,6,1,False
IT Specialist  ( SharePoint Online  &  Office 365 ),Marketone International,Bengaluru / Bangalore,7 - 10 Years,7,10,8.5,3,1,False
"Regional Manager - Sales  (  IT Products ,  Services )",infinity business solutions pvt ltd,Delhi/NCR,13 - 18 Years,13,18,15.5,5,1,False
"Technical Consultant  /  Architect - Enterprise Monitoring ,  IT Infrastructure",infinity business solutions pvt ltd,Gurgaon,10 - 14 Years,10,14,12.0,4,1,False
ION Group - Senior Business Consultant  ITS,ion trading india pvt. ltd.,Unknown,5 - 10 Years,5,10,7.5,5,1,False
ION Group - Senior Technical Consultant  IT2,ion trading india pvt. ltd.,Pune,5 - 8 Years,5,8,6.5,3,1,False
ION Group - Senior Business Consultant  IT2,ion trading india pvt. ltd.,Pune,3 - 7 Years,3,7,5.0,4,1,False
Sales Process - IT Solutions  ( Outbound Process ),jtg infotech services pvt. ltd,Delhi,0 - 2 Years,0,2,1.0,2,1,False
Manager - IT Job Details | Kalpataru Group,jmc projects  ( india )  ltd,Mumbai,8 - 15 Years,8,15,11.5,7,1,False
IT Service Delivery Manager | Intuitor Softech Services,intuitor softtech services pvt. ltd.,Bengaluru / Bangalore,5 - 10 Years,5,10,7.5,5,1,False
IT Asset Manager | Intuitor Softech Services,intuitor softtech services pvt. ltd.,Bengaluru / Bangalore,2 - 8 Years,2,8,5.0,6,1,False
JD- IT Sales  &  Business Development,Cloud18 Infotech Pvt Ltd,Lucknow,0 - 3 Years,0,3,1.5,3,1,False
POSITION IT Software Application programming  &  Maintenance,cdl it pvt ltd,Vadodara,3 - 6 Years,3,6,4.5,3,1,False
Business Development Manager - IT Sales Beamstacks,BeamStacks,Gurgaon,3 - 6 Years,3,6,4.5,3,1,False
Member IT  ( Off-role ) - Paints Manufacturing- Ludhiana,ADITYA BIRLA MANAGEMENT CORPORATION LTD,Ludhiana,2 - 4 Years,2,4,3.0,2,1,False
IT Infrastructure Manager  ( Web / Cloud / Security ),2Soft Solutions Pvt. Ltd.,Mumbai,5 - 8 Years,5,8,6.5,3,1,False
Sales Manager for IT Service based company in Mumbai,2Soft Solutions Pvt. Ltd.,Mumbai,6 - 12 Years,6,12,9.0,6,1,False
Principal Associate - IT  (  Senior Cloud Engineer  ),eurofins it solutions pvt ltd,Bengaluru / Bangalore,7 - 10 Years,7,10,8.5,3,1,False
"Senior Program Manager ,  IT Process and Standardization",Microsoft India Pvt Ltd,"Redmond, Atlanta",4 - 6 Years,4,6,5.0,2,2,False
LinkedIn Marketing For IT Augmentation  Lead Generation Specialist,cart geek,"Mumbai, Sagar",2 - 5 Years,2,5,3.5,3,2,False
Urgent Opening For - IT Business Analyst - Sourcedesk Global,Sourcedesk Global Private Limited,Kolkata,3 - 7 Years,3,7,5.0,4,1,False
Business Development Executive / Business Analyst-IT,LINUXBEAN SOLUTION PVT LTD,Indore,0 - 3 Years,0,3,1.5,3,1,False
Business Development Executive - IT Online Bidder,LINUXBEAN SOLUTION PVT LTD,Indore,0 - 3 Years,0,3,1.5,3,1,False
Business Analyst  (  BE  (  Elec )  or MBA )  for IT Company,LINUXBEAN SOLUTION PVT LTD,Indore,0 - 3 Years,0,3,1.5,3,1,False
IT Business Analyst  (  BE  (  Elec )  or MBA ),LINUXBEAN SOLUTION PVT LTD,Indore,0 - 3 Years,0,3,1.5,3,1,False
SAP ABAP - Contract with Renowed IT Firm,LINKTAG,Bengaluru / Bangalore,3 - 5 Years,3,5,4.0,2,1,False
Junior IT Projektmanager  ( m / w / d ),CGI Information Systems and Management Consultants Pvt Ltd,Germany,1 - 3 Years,1,3,2.0,2,1,True
Senior IT Analyst Job Details | ZF Group,zf india pvt ltd,Chennai,5 - 10 Years,5,10,7.5,5,1,False
IT Project Senior Consultant Job Details | SAP,SAP Ariba,"Germany, Mexico, Bengaluru / Bangalore",7 - 10 Years,7,10,8.5,3,3,True
IT Security Specialist ( Security-EndPoint protection ),NTT Data Vertex Software Inc.,Mexico,3 - 5 Years,3,5,4.0,2,1,False
Principal IT Analyst Job Details | ZF Group,zf friedrichshafen -itc,Chennai,5 - 10 Years,5,10,7.5,5,1,False
Business Systems Analyst- IT SAP GTS,Intel Technology India Pvt Ltd,Unknown,2 - 5 Years,2,5,3.5,3,1,False
Staff IT Product Manager - Microsoft Solutions,Infoblox,Seattle,5 - 12 Years,5,12,8.5,7,1,False
IT Architect Banking  ( m / f / d ),CGI Information Systems and Management Consultants Pvt Ltd,Germany,5 - 10 Years,5,10,7.5,5,1,True
IT End User Support Manager  /  Team Leader,enflexis solutions pvt ltd pune,Japan,2 - 10 Years,2,10,6.0,8,1,False
IT- Project Coordinator  ( 6 Months to 2 Years ),DREAMSOL TELESOLUTIONS PVT. LTD.,"Delhi, Delhi/NCR, Noida/Greater Noida",0 - 2 Years,0,2,1.0,2,3,False
Bench Sales- Executive /  Manager  ( US IT Staffing ),Advaya Infotech Pvt Ltd,Noida/Greater Noida,1 - 3 Years,1,3,2.0,2,1,False
Business Development Executive /  Manager  ( US IT Staffing ),Advaya Infotech Pvt Ltd,Noida/Greater Noida,0 - 3 Years,0,3,1.5,3,1,False
Microsoft Word - Senior_IT_Recruiter - senior-it-recruiter,ERP Analysts  ( INDIA )  Pvt. Ltd.,Hyderabad/Secunderabad,5 - 7 Years,5,7,6.0,2,1,False
Field Tech Senior Associate - Onsite IT Support,NTT Data Vertex Software Inc.,Australia,3 - 5 Years,3,5,4.0,2,1,True
IT Engineer  ( For JV in Chennai )  Job Details | Corning,Corning,Chennai,3 - 5 Years,3,5,4.0,2,1,False
"IT Audit Manager ,  Defensive Secuirty Team",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,5 - 10 Years,5,10,7.5,5,1,False
IT Solutions Section Leader  &  Director,eurofins it solutions pvt ltd,"Germany, France",1 - 4 Years,1,4,2.5,3,2,True
Systemadministrator  /  IT - Administrator  Energiewirtschaft  ( m / w / d ),CGI Information Systems and Management Consultants Pvt Ltd,Germany,1 - 5 Years,1,5,3.0,4,1,True
Hiring of SEO position for Mohali for IT Company,TandA HR Solutions,Mohali,2 - 4 Years,2,4,3.0,2,1,False
Hiring of -iOS Developer for Raipur for IT Company,TandA HR Solutions,Raipur,2 - 4 Years,2,4,3.0,2,1,False
Opening of Project Manager for Mohali for IT Company,TandA HR Solutions,Mohali,2 - 5 Years,2,5,3.5,3,1,False
Sr. Client Acquisition  US / UK IT Staffing,TandA HR Solutions,Hyderabad/Secunderabad,3 - 8 Years,3,8,5.5,5,1,False
Urgent openings for Online Bidders  ( BDE )  for IT Company,TandA HR Solutions,Panchkula,0 - 2 Years,0,2,1.0,2,1,False
Job Opening of PPC Executive for Mohali for IT Company,TandA HR Solutions,Mohali,2 - 3 Years,2,3,2.5,1,1,False
Vacancy of Manager  ( Service Support )  for Panchkula for IT Company,TandA HR Solutions,Panchkula,2 - 5 Years,2,5,3.5,3,1,False
Hiring of Service Engineer for Panchkula for IT Company,TandA HR Solutions,"Shimla, Karnal, Jalandhar, Delhi, Panchkula",1 - 2 Years,1,2,1.5,1,5,False
Opening of Service Coordinator for Panchkula for IT Company,TandA HR Solutions,Panchkula,2 - 3 Years,2,3,2.5,1,1,False
Looking for Sales Coordinator for Panchkula for IT Company,TandA HR Solutions,Panchkula,1 - 2 Years,1,2,1.5,1,1,False
Post vacant for US IT recruiters in Hyderabad in Malakpet,TandA HR Solutions,Hyderabad/Secunderabad,2 - 4 Years,2,4,3.0,2,1,False
Business Development Executive fro IT Company in Hyderabad,TandA HR Solutions,Hyderabad/Secunderabad,0 - 2 Years,0,2,1.0,2,1,False
Hiring for Full Stack Developer in IT Park Chandigarh,TandA HR Solutions,Chandigarh,3 - 5 Years,3,5,4.0,2,1,False
Hiring for Full Stack Developer in IT Park Chandigarh,TandA HR Solutions,Chandigarh,2 - 7 Years,2,7,4.5,5,1,False
Opening for the ios developer in Mohali Location for IT Company,TandA HR Solutions,Mohali,1 - 3 Years,1,3,2.0,2,1,False
Sr Hr Executive for IT Company in Mohali,TandA HR Solutions,Mohali,3 - 5 Years,3,5,4.0,2,1,False
Java Developer for IT Park Chandigarh Location In MNC,TandA HR Solutions,Chandigarh,6 - 10 Years,6,10,8.0,4,1,False
Hiring for SEO Analyst for IT Company  Mohali  ( Punjab ),TandA HR Solutions,Mohali,1 - 2 Years,1,2,1.5,1,1,False
Job Opening for System Admin in IT Company  Mohali,TandA HR Solutions,Mohali,2 - 5 Years,2,5,3.5,3,1,False
Job Opening for System Admin in IT Company  Panchkula,TandA HR Solutions,"Panchkula, Mohali",2 - 5 Years,2,5,3.5,3,2,False
Urgent opening for Online Bidder for IT Company,TandA HR Solutions,Chandigarh,1 - 4 Years,1,4,2.5,3,1,False
Urgent opening for Asp.net Profile for IT Company in Mohali,TandA HR Solutions,Mohali,0 - 1 Years,0,1,0.5,1,1,False
Urgent opening for Online Bidder profile for IT Company,TandA HR Solutions,Ludhiana,1 - 4 Years,1,4,2.5,3,1,False
Urgent opening for Multimedia Designer for IT company in Panchkula,TandA HR Solutions,Panchkula,2 - 5 Years,2,5,3.5,3,1,False
Urgent opening for Online Bidder for IT Company in Mohali,TandA HR Solutions,Mohali,0 - 2 Years,0,2,1.0,2,1,False
Urgently Required PHP Developer in An IT Company in Mohali,TandA HR Solutions,"Chandigarh, Mohali",1 - 3 Years,1,3,2.0,2,2,False
Opening for HR  &  Admin in IT Company,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False
Job Opening for Tele Caller in Mohali in IT Industry,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False
Urgent Opening for Asp.net Profile for IT Company,TandA HR Solutions,Mohali,0 - 1 Years,0,1,0.5,1,1,False
Urgent Opening for Tech Lead for IT Company,TandA HR Solutions,Mohali,10 - 13 Years,10,13,11.5,3,1,False
URGENT OPENING FOR IT CONSULTANT IN MNC IN PANCHKULA LOCATION,TandA HR Solutions,Panchkula,0 - 1 Years,0,1,0.5,1,1,False
Urgent Opening for Business Development Manager in IT Company,TandA HR Solutions,Mohali,0 - 1 Years,0,1,0.5,1,1,False
Urgent Opening for Blockchain Engineer in IT Company in Mohali,TandA HR Solutions,Mohali,3 - 6 Years,3,6,4.5,3,1,False
Job Opening for Networking Administrator in IT Park Chandigarh,TandA HR Solutions,Chandigarh,1 - 4 Years,1,4,2.5,3,1,False
Opening for Data Analyst for IT Company in Mohali,TandA HR Solutions,Mohali,2 - 5 Years,2,5,3.5,3,1,False
Opening for SQL DBA in IT Company for Mohali Location,TandA HR Solutions,Mohali,5 - 8 Years,5,8,6.5,3,1,False
Opening for System Administrator in IT Company for Mohali location,TandA HR Solutions,Mohali,5 - 10 Years,5,10,7.5,5,1,False
Opening for Dot Net Developer in IT Park Mohali,TandA HR Solutions,Mohali,2 - 5 Years,2,5,3.5,3,1,False
Opening for Dot Net Developer in Chandigarh IT Park,TandA HR Solutions,Chandigarh,1 - 3 Years,1,3,2.0,2,1,False
Opening for Full Stack Developer in Chandigarh IT Park,TandA HR Solutions,Chandigarh,4 - 6 Years,4,6,5.0,2,1,False
Opening for Quality Analyst in Chandigarh IT Park Location,TandA HR Solutions,Chandigarh,5 - 8 Years,5,8,6.5,3,1,False
Opening for PL / SQL Developer in Mohali IT Park,TandA HR Solutions,Mohali,4 - 10 Years,4,10,7.0,6,1,False
Opening for PHP Developer in IT Company for Mohali Location,TandA HR Solutions,Mohali,1 - 3 Years,1,3,2.0,2,1,False
Opening for ROR Developer in IT Company for Mohali Location,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False
Leading IT Company Looking For Content Writer,ADEEBA E SERVICES PVT LTD,Noida/Greater Noida,0 - 3 Years,0,3,1.5,3,1,False
Jr / Sr. SEO Executive For IT company in Noida,ADEEBA E SERVICES PVT LTD,Noida/Greater Noida,0 - 3 Years,0,3,1.5,3,1,False
Job Opening for Web Developer  IT Park Chandigarh,TandA HR Solutions,Chandigarh,1 - 3 Years,1,3,2.0,2,1,False
Job Opening for PHP Programmer  IT Park Chandigarh,TandA HR Solutions,Chandigarh,1 - 3 Years,1,3,2.0,2,1,False
Job Opening for PHP Developer  IT Park Chandigarh,TandA HR Solutions,Chandigarh,1 - 3 Years,1,3,2.0,2,1,False
IT-Security Management Consultant  ( m / f / d ),CGI Information Systems and Management Consultants Pvt Ltd,Germany,3 - 5 Years,3,5,4.0,2,1,True
Lalamove - Office IT Support  ( Part-time ),Lalamove,Hong Kong,0 - 3 Years,0,3,1.5,3,1,False
"Managing Director ,  IT Global Professional Services",fedexex,"Pittsburgh, Dallas",10 - 15 Years,10,15,12.5,5,2,False
Principal Associate IT - Senior Network Engineer,eurofins it solutions pvt ltd,Bengaluru / Bangalore,8 - 9 Years,8,9,8.5,1,1,False
"IT APP Dev Engineer ,  Financial Planning",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,3 - 5 Years,3,5,4.0,2,1,False
IT-arkitekt till kund inom offentlig sektor,CGI Information Systems and Management Consultants Pvt Ltd,Sweden,5 - 10 Years,5,10,7.5,5,1,False
Hiring for Data Analystfor a IT companyinChandigarh location,TandA HR Solutions,Chandigarh,0 - 2 Years,0,2,1.0,2,1,False
Job opening forProject Coordinatorfor a IT companyinChandigarh location,TandA HR Solutions,Chandigarh,0 - 2 Years,0,2,1.0,2,1,False
Urgent hiring forReactJSDeveloper for an IT company in Mohali location,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False
Urgent hiring forNodeJSDeveloperfor a IT companyin Mohali location,TandA HR Solutions,Mohali,1 - 6 Years,1,6,3.5,5,1,False
Hiring for Telesales Executive for an IT company in for Bangalore location,TandA HR Solutions,Bengaluru / Bangalore,1 - 3 Years,1,3,2.0,2,1,False
Job opening forFront OfficeExecutive for IT company inHyderabadlocation,TandA HR Solutions,Hyderabad/Secunderabad,1 - 4 Years,1,4,2.5,3,1,False
Looking for Inside Sales Executive for an IT Company in BangaloreLocation.,TandA HR Solutions,Bengaluru / Bangalore,1 - 4 Years,1,4,2.5,3,1,False
Job opening for OnlineBidder for an IT company in Panchkula location,TandA HR Solutions,Panchkula,1 - 3 Years,1,3,2.0,2,1,False
Urgently looking forQuality Analystfor an IT company in MohaliLocation,TandA HR Solutions,Mohali,0 - 3 Years,0,3,1.5,3,1,False
Urgently looking forTechnical Support for an IT company in MohaliLocation,TandA HR Solutions,Mohali,0 - 1 Years,0,1,0.5,1,1,False
Urgently looking for Laravel Developerfor an IT company in MohaliLocation,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False
Urgently looking for Admin  /  Accountsfor an IT company in MohaliLocation,TandA HR Solutions,Mohali,0 - 1 Years,0,1,0.5,1,1,False
Hiring forCustomerSupportExecutivein an IT company in Chandigarh location,TandA HR Solutions,Chandigarh,1 - 2 Years,1,2,1.5,1,1,False
Hiring forChat Support Executivefor an IT Companyin MohaliLocation,TandA HR Solutions,Mohali,1 - 3 Years,1,3,2.0,2,1,False
Hiring for theDevOpsEngineer /  SrDevOpsfor an IT Company in Delhi Location,TandA HR Solutions,Delhi,7 - 10 Years,7,10,8.5,3,1,False
Job opening forBDM for a IT Service provider companyinHyderabadlocation,TandA HR Solutions,Hyderabad/Secunderabad,1 - 4 Years,1,4,2.5,3,1,False
Job opening forLaravel Developerfor an IT companyin Mohalilocation,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False
Looking for Online Bidder for an IT company in Panchkula location,TandA HR Solutions,Panchkula,1 - 3 Years,1,3,2.0,2,1,False
Opening for Sales Manager for an IT company for Mohali location,TandA HR Solutions,Mohali,4 - 6 Years,4,6,5.0,2,1,False
Hiring for Laravel Developer for an IT company in Mohali location,TandA HR Solutions,Mohali,1 - 4 Years,1,4,2.5,3,1,False
Hiring for Laravel Developer for an IT company in Mohali location,TandA HR Solutions,Mohali,2 - 5 Years,2,5,3.5,3,1,False
